,text,label
40462,khanaze dakouh 5o ans habse,0
40463,وين رآه محمد صحوري الرئيس السيناتور من فصيلة الدينسورات وكيما سبقني اخي في التعليق نظحكوا قاع هههههههههه,2
40464,علاه موالون للرءيس ما يديروش مسيرات،ولا مكانش موالون بزاف,1
40465,الحل هو تعدد الزوجات,1
40466,البلدية نتاع السوقر متخضها وخاليها وخسرها امين موفق الخاين الشماتة الرخيس مايخافش من ربي وديجا واش من مير ياك المير نتاع السوقر موش ولد البلاد عروبي المخنز المصفار وجهه داير كي القط لصفر,0
40467,جامي ڤالك واحد روح تخرط في بلاصة اخرى,0
40468,انت رائع جدا دكتور كل يوم قبل النوم بحط عليك واتفرج تم اتفرج لنام 😍🌹🌹🌹🌹 صرت جزء من يومي,2
40469,Barack Allah fik arguez imout d arguez Enas linahbou El amwel echaab rahoum aand mamahoum fafa  Dhouribet aalayhim edhilata walmeskan,2
40470,لا لفتح الحدود لان لا لفتح الحدود مطلب شعبي ولو اعتذر لأنه باع فلسطين ويتامر مع فرنسا والصهاينة لتدمير الجزاءر ويقولون خاوة خاوة خوتك الحنوشة و العقارب,0
40471,ربما قصده يرهج الشعب العرابي,0
40472,روحك الطيبه وتواضعك هي الي رح تخليك ديما ناجح ان شاء الله ... بالتوفيق صحبي من غرب الجزائر,2
40473,Barakat khorti badlo metod,0
40474,تبون هههههههه,1
40475,نفترض حتى وقالها هكا توصل تضربه هكا هي المدنبة ما شي هو كدابة نعلت الله عليها,0
40476,المادة الاولية هي الشكارة,1
40477,الاتراك ميحبوكمش بركاو مشكيمة,0
40478,طحين الزب يعني بلادنا ارض جرداء لا تصلح للقمح حتي يستوردوه من فرنسا وهي تبعتو مسموم والمزية فالدرك الوطني فاقولهم الي اي الزمان ستبقى هته المهازل,0
40479,يا أخي كورونا معش في الجزاءر المغربا لي كانو تما كلهوم فهم كورونا,1
40480,دين ربي لاه هذي فنانة وانتي واش درتي تعيفي والله,0
40481,رووعة مشاءالله ❤️ ❤️ 🇩🇿🇩🇿🌏,2
40482,حين يصبح جيش سليل ماسينيسا خاين واش بقي,0
40483,(ملاحظة خارج النص) خففوا وضع التجميل المفرط .. بارك الله فيكم,1
40484,شحال نحب اغنية دكراياتي,2
40485,بهدلتو بالاعلام الله يبهدلكم,0
40486,الأغنية غزالة تحية ليكم من المغرب لأهلي وأحبتي من الجزائر الشقيقة,2
40487,الله يحميك لينا وللجزائر أمير,2
40488,روحو سمعو من الفتاة,1
40489,عندو الحق الجوع جابهم عدنا يحوسو علي المحاجب لوكان غير درنالهم ومكلاوش الخفاش وجابونا المرض,0
40490,لعنة الله عليكم ايها الكاذبون,0
40491,عزيزي لماذا لا يذهب الروس الى القمر لحد الآن أو غيرهم من بعد الامريكان,1
40492,برافو👍👍👍,2
40493,الصحفي على الأقل يطرح سؤال بلغة الفصحى ليس بلهجة المصرية,1
40494,ربي ي جعلك السبع انتاع سالما غانما بإذن الله,2
40495,هههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه,2
40496,إن كان كذالك كيف نعرف ذالك . استاذ قسوم...وشكرا,1
40497,الا اليقاح اجرام,0
40498,النضام بقي على حاله,0
40499,هههههههه بخصت بينا ههههههههه,1
40500,ياو روحو اتقودو يخافو كي الشعب يتاحد بيناتهم,0
40501,شكون هذي اولا مؤترة ههههه فاش اترت ولا الي يتبهلل ويتبعوهم مراهقين فقط تقرعيج,0
40502,احسن مخرج وخير دليل ناس ملاح سيتي منهار مشات مشات البنة,2
40503,مزالت جهنم يا كلاب,0
40504,سلام الله يبارك الله يجزيكم و يحفظكم انا قريت عليكم و دين لباك الله يفرحكم,2
40505,زواوة يهدرو فرنسية او ما يهدروش عربية,1
40506,على الرئيس تغيير كل المسؤولين الذين يشغلون مناصب حساسة من أجل القضاء على المتخفين التابعين للعصابة اللهم وفق مسؤولينا ورئيسنا وجيشنا وشعبنا الحر الى ما فيه خيرنا ورضاه.,2
40507,والله الي مدوختني حاجتين الأولى الجلفه وبردها كيفاه يعقب عليه والثانيه يرجع حاشاكم الحمار ولايخليه,1
40508,الحمد لله على السلامة، والله يشفيك ويعافيك يارب العالمين.,2
40509,المنشطة كارثة فوق الارض لا تعرف تهدر ولا تعرف تقدم تقلق,0
40510,Rak mdjeyef wadjhek khal o hmare Bel ghazel Rak khcer o Bayen el ghira khatlatek po,0
40511,اي واحد يذهب إلى المستشفى يشكون فيه بأنه مصاب بالكرونا بلا تحاليل يحقنوه بحقنة الموت تنفجر بطنه بالدم فيموت على الفور والذين صبرو في البيوت وعالجوا بالأعشاب شفوا تماما مع انهم كبار سن ومرضى بالقلب فنرجوا التحقيق في هذه الحقن القاتلة,0
40512,تحيا الجزائر برجالها ونسائها الاحرار اللهم ارحمه برحمتك وسكنه فسيح جناتك و الصبر للام المفجوعة انك حرة من احرائر الجزائر اللهم انصرالاسلام والمسلمين في كل مكان وحمي جيشنا الباسل.امين.,0
40513,رحمها الله والله شيماءليست مسكينة لأنها بيد الله الرحمان الرحيم بعباده ربي ارحمها واسكنها فسيح جناتك ويعوضها ما عاشته في دنيا الوحوش😭😭😭😭,2
40514,ربي يحفضك وشكرااا على الصدق والمصداقية❤❤❤❤👍❤❤❤👍,2
40515,روعة رايحة نجربها انشاء الله,2
40516,خويا احبك في الله,2
40517,ناجحون باءذن الله يارب💪🙏⁦❤️⁩,2
40518,جامي شفت قناة تنقل اخبار من قناة اخرى هههههههههه رجعتولنا لبلاد ماشي بلاد يا خردى بيكم ب رايس تعكم,0
40519,جودة تصوير رائعة,2
40520,نقولك حاجة وحدة عقوبتك واعرة والله عاظيم متحشمش انشاء الله ولادك يديرولك كيما درت لباباك حسبي الله ونعم الوكيل,0
40521,قناة الزيغو و الكلاب,0
40522,Merci beaucoup lah y3tik mtetmna ^^💪 welh bkit ki cheft hed la vidéo ! psq vraiment tu ma touché hdret ga3 wch kyin c'est la vérité 100% alr je vais commencer inshllah 💪,2
40523,ربي يجيب الخير،🤲,2
40524,لايجب التسرع فذ الحكم على المدير قبل السماع لا قواله قال الله في محكم تنزيله /عسى أن تصيبو قوما با جهالة فاتصبحو على ما فعلتم نادمين/,0
40525,كيف أنكم تتطاولوا على المغرب يا اعلام جنرالات الشر أن العداوة الحقيقية هي ما تكنه جنرالاتكم المجرمين القتلة السفاحين الذين قتلوا مآت الآلاف في العشرية السوداء ولا زالوا يقتلون هم العدو. وانهم يعلنون أن المغرب باد محتل .نقولها بصراحة جنرالات الجزائر أشرار ومجرمين ولن نثق فيهم خاصة وان الشعب الجزائري المغبون يعاني منهم .نحن نعادي الجنرالات الاشرار ونحن مستعدين لمؤازرة الشعب الجزائري الشقيق لانقاذه من شر هؤلاء القتلة .,0
40526,Fake news كلام غير صحيح,1
40527,الحمد لله جزاكم الله خيرا اعوان الحماية المدنية، و الله يغامرون بانفسهم لسلامة المواطنين، بارك الله فيكم,2
40528,جميل ان يرجع للوطن الله,2
40529,Hal9a to9tellll wlh 💔💔😭😭,2
40530,خبيب احبك في الله و أحب كل ماتفعله جعلتني أعشق سفر و ترحال شكرا على كل ماتقدمه لنا من نصائح 👏🙏🎩💥❤ نتلاقاو صاحبي و مرحبا بك في بليدة 🙏,2
40531,من هنا تفهم أن الإطارات الجزائرية كانت مغيبة ومهمشة ويوجد أمثال السيد بوقادوم الكثير ممن يشرفون الجزائر في المحافل الدولية,1
40532,تهبلي خموس عليك 🇩🇿🇩🇿🇩🇿🇩🇿🇩🇿🇩🇿🇩🇿,2
40533,صحافة زيقو,0
40534,اخي لو في امكانك ترجمة بالإنجليزية مما يوسع مجال متابعيك وانا شخصيا عائلتي ليسو عرب وكانت فيديوهاتك قد اعجبتهم لكنتي تعبت من ترجمة كلامك هه,1
40535,السلام عليكم انا مغربية ونتابع هاد لبرنامج يعجبني واكتر المقدم ماشاء الله عليه تحية مني لاخوانا الجزاير,2
40536,تحية من اوقاس 😊😉,2
40537,الرسم بيكسو,1
40538,"Quand l'algerie fabriquera ses armes, on sera d'accord avec mon general. Pour le moment memes les balles que vous tirez lors de vos exercices sont russes. Tanmmirt Dawla madaniya wa laysa 3askariya.",1
40539,الله يبارك، خدمة 44444 صاحبي والله غير طلع الموال.. احسن يوتوبر في الجزائر. 🇩🇿♥️💪,2
40540,شكون هذ المبعر,0
40541,التجاريه فقط؟,1
40542,كدبون هو المسؤول على صحة المواطنين هههههههههههه سعدات لي عطاه ربي العقل,0
40543,ياوووو طززززززز.,0
40544,لعريبي كلب كبير لعنة الله عليه و على كل الفاسدين المفسدين,0
40545,قيوووووووووووووووووووووووووووووو يا مسدور يا مشعوذ، كيف يمكن لك أن يكون اقتصاد و انت محكوم من طرف عصابة عسكر بغال و جنرالات مرتزقة  البلدان الي عندهم اقتصاد قوي و اقتصاديين تع صح و ليس مشعوذين مثلكم، يعانوا في بعض الأحيان من تقلبات الاقتصاد العالمي و ما ادراك ما بلاد حاكمها بغال و اقتصاديين مستوى سوق الدلالة مثلك,0
40546,هذاك يلي مغاير نوادر يحب خديجة أتزوج بيها وخلاص,1
40547,نعلة الله عليكم جميعكم يا سراقين,0
40548,لعام لجاي عني بيام إن شاءالله تجيبيو بمعدل ملييح أن شاءالله ❤️,2
40549,لش هربتي من حرب رمال,1
40550,علاش الكذب الجزاءرين مزالهم فى مطار الترك,0
40551,الله غالب مانعرفوش نفرحو,1
40552,فنان قدير وطرب اصيل 💖,2
40553,لمصاغر عجبوني وأكتر إدريس,2
40554,Hadak bel kousstim taa fln cachirist..ou khouwaff taa kaf,0
40555,عصبات الحكم الفاسد قربت نهايت ايامهم,0
40556,والله يا نتا فنان الله يبارك 😫🤲🤲 ربي يجيب لخير وخلاص انشاء يعرفو شكون يدعمو 😏😏🤫,2
40557,Nhbbbbk,2
40558,أخر الفديو مقطع صغير من فلم  The martian 🧡😛,1
40559,تحليل غبي من شخص مريض نغسيااااا ياجدك يمات يماك لوكان نحكمك نشرشمك مستوي منحط,0
40560,سلام شكرا لك .ماهي كميه شربات من فضلك؟,2
40561,بصحتك تسكنه بصحة الله يوفقك في عملك ويباركلك في منزلك الجديد,2
40562,مليحة الله يبارك ياشيخنا خطرة على خطرة شلل عينيك شوية😎,2
40563,Merci samiha pour cette joli patisserie vraiment c beaux et sa donne des idées merci pour tout ma belle,2
40564,كدابين كين شي مغريبي كى قول موغرابي ههههههه والله مادوجونا عارفين بيكم يابني خرخر واش كتصحاب ليكون شوهتو مغرب بلعكس وهادشي كدبة باينة,0
40565,وشبيك لابس كبوسة في السخانه هاذي ياخي ماراكش في الروس تاعك اك في شكوبيستان,0
40566,هوما هوما حاجة ما استبدلت مجموعة بوئساء لاتعي حتي ماتقول؟,0
40567,يا المدير مرا بالحمل وفي شهرها 8ماتخليهاش ترتاح... علاش ماتحشمش علىروحك واش تقول لرب العالمين غدوا كي تموت... انت نظن ماعندك حتى علاقة بالصحة... كيما شي ناس راهم حاكمين بلايص وماعندهم حتى كفاءة حوصلة النظام الفاسد... ربي يخلصك انت سبابها,0
40568,وشبيه مزير روحو خايف يحزقها والا,0
40569,Y'a chikh rebbi yejazik tedir fiya wahed l courage lah ibarek 🤗🤗,2
40570,ربي يفرج عليهم وعلى جميع المسلمين ياربي 😢,2
40571,لماذا يا عبلة مسحتين تعليقي لقد اوجعكي لانه يتكلم في الصميم . عبلة 😆😆😆😅🤣😂,0
40572,يا خويا راك عاقل وانسان كبير نورمالمو اخدم مع لكبار و ماتقراش لي كومنترات كاين ناس واعيين ومعاك وكلش يعني انت خدمت و وعدت الناس و بزاااف كاين ناس معاك و يوقفوا معاك تجي انت بعد دنيا هادي كل تحبس الخدمة علجال واش ؟؟ علجال زوز من الناس سبوك والله لا ربي يهديك يا رؤوف يعني نورمالمو انت درك تشهرت و كلش عندك واحد موديراتور تحطو يحذف كل التعليقات المهينة .. حبيت نفهمك ماقدرتش يعني انت عندك حماس باش تعاون روحك وتعاونا حنا لكن في النفس الوقت تبع بزاف الدراري الي يسبوك ياخويا هادا هو الشعب تاعنا وهادي هي الضريبة تاع الشهرة يازح ملا حطهم كامل موراك وامشي لقدام و ناس بزاف راهي معاك هادي سامحني لقطة باشعة انك دير عفسة شابة وتحب تعاون لكن تجبد بيهم الخيط ديما دير فيها .. راك درتها في لافير تاع الماطريال ودرك نفس الشئ مع اتصالات الجزائر .. انا نقلك نصيحة من خوك مدام راك تجيب في 100k مشاهد و ما فوق في كل فيديو راك وليت انسان معروف حاول تبدل عقليتك وتولي تبع الناس لواقفين معاك وتحط وراك الناس الي يحبو يهبطوك .. ان شاء الله تقرا ميساج تاعي خويا و ربي يوفقك في المستقبل,2
40573,الله يجيب السلامة، أمريكا لا يأتي منها إلا الشر,2
40574,مساكن حتى اللغة خانتهم باش يوصلوا المعانات نتاعهم ويحكيو عليها ،وعائشة تحاول تتكلم عنهن بصح قد ماتوصف باين بلي ماخفي اعظم في معاناتهن الله يفرج عليهن ياربي,2
40575,ربي عاونك 😁,2
40576,حياك الله استاذنا .في كل مرة يزداد احترامي لك و اعجابي بك أطال الله في عمرك و حفظك,2
40577,Azul felak amir,1
40578,الصهاينة الحقيقين ولاصليين هم جنرالات عسكر الجزائر وعصابة بومدين,0
40579,مسيلمة الكذاب انت ياهذا,0
40580,بكيت بزاف🤲🤲😭😭,1
40581,الشعب مقود,0
40582,عجبتني أن شاء الله توصل لأعلى المراتب,2
40583,كاتيا رغم المشاكل سارعي للتوبة والراحة لأن الدراهم و الله ماهم كلش وانتي ضقتي الربح السريع ألي مفيه حتى براكة عليها مكيش مهنية ،ربي اعاونك او انشوفوك سلطانة صح بعد التوبة والرجوع لله بالتوفيق اختي 🤲 وإن شاء الله ندعوا لك زواج سعيد 🤲 وذرية صالحة,1
40584,نحن الشعب المغربي نقول لك أنت الى مزبلة التاريخ بكلامك النثن,0
40585,شمسو انت سامط بزاف والله لحصة كرهتهالنا,0
40586,ربي يكون معاه ألي خلق ما يضيع 😃😃ونسأل السلطات أن تعطيه حقه,1
40587,مايقدرش أقول على سيدو بوتفليقة وزيد يكذب اقول ما كنتش مع ترشح المحنط للعهدة الخامسة وهناك فيديوات بالصوت والصورة امجد وقول مع بوتفليقة للابد المزور يكذب عيني عيني كلب الجنرالات,0
40588,لي شاف هذا الفيلم موخو بلوك 🤯🤯,0
40589,دوك يدخلوك نتا لحبس ههه,1
40590,هذا يسموه هدر للمال العام,0
40591,مونية نقلك حاجة لي ماشي شباب ميتورنيش نتي مكيش شابة توجعي لقلب تاكلي في روحك وطيري بعقلك اهدري بضرافة و متعيطيش راكي انثى اسي محمد خهههههههه حاطة روحك حاجة كبيرة ونتي ولله زيروا 😂😒,0
40592,تفووووه بسم الله الرحمن الرحيم وجوه الشر,0
40593,حمص بزاااف,0
40594,توحشنا الهول,1
40595,Kanodayman ydjo wladlakhab minbakriiiii,0
40596,وين راهم الخبراء القانون ايوضحو هذه المساءلة,1
40597,البنات التحلية رووووعة جربتها بنتها لا تقاوم مع الاول كي شفتها بانتلي ما تجيش بنينة مي جات هاييييلة مام النظرة جات تحسبوا بحر والله ننصحكم تجربوها,2
40598,إربن من وين راك تجيب في الهدرة😂😂😂😂😂😂😂😂😂😂😂😂😂,1
40599,نحسب فيك على بلماضي دخلت ديراكت باه نطيحلك,0
40600,قبل أن أشاهد. اقول انا معجب بما تقدم دكتور نضال قسوم ❤🌹❤,2
40601,اللهم أحفظه عن يمينه وعن شماله ومن امامه ومن خلفه ومن فوقه ونعود بك ربي أن يغتال من تحته امين,2
40602,ربي شفيك نشاالله,1
40603,ياخاوتي يخي غير علموهم العربية ومنعرف وش اداكم للهدرة لخطيتكن والله غير عيب وحرام عليكم جيتو تتقدمو عميتوها انتم دزيريا راح يقتلكم الفوخ والزوخ والله ربي يهدي وعلاش متحفظهمش القران الكريم علقل تربحوها عند ربي ولا انتم مش تاع هد الصوالح يخي حالة يخي,0
40604,بارك الله فيك خويا انيس .. تعجبني الصراحة والمصداقية تاع المحتوى تاعك .. نتمنالك التوفيق والنجاح في القناة تاعك تكبر وتتوسع,2
40605,ااااااااااه يا مدينتي ربي يصبرك انشاء الله,2
40606,عطونا رقمو من فضلكم,2
40607,مسؤولي النوادي السعوديه مقطعين ومعدهومش الكلمه وتجارب اللعبين السابقين خير دليل,0
40608,علاش راكم تطلقو فيها روطار,1
40609,الله يبارك امراة قوية صنعت ما لم يصنعه رجال كثر ربي يوفقك ويكثر من امثالك,2
40610,Ana men tunis men 7ay naser o marhb bikom ya dziriyaa fi Tunis ama berabii n9asou men la9bh ki tjiw el tunis tebsw tesbou fin o nahna touns nahboukom 5eliwna nahboukom 😙😘😚😍😓☝👍👌✌💋💋💟💟💟💟💟💗💗💗💗💘💝,2
40611,الموسيقي مزعجه أكثر من القضيه نفسها,0
40612,ربي يرحمك و يجعل مثواك الجنه,2
40613,حسبنا الله فيهم ضيعو كل الشعب الجزائري 😭😭😭😭😪😪😪😪😪⁦♥️⁩⁦♥️⁩⁦♥️⁩⁦🇩🇿⁩ ربي يحفظكم وينجيكم يارب ادعو لهم خوتي والله بكيت كي شفتهم وحمد الله والف شكرااا الله كين ناس قلو سلكو ليعرفهم يخوتي خدو حدركم من هدا لحرڨة لبحر ميرحمش ،⁦♥️⁩⁦♥️⁩⁦♥️⁩⁦♥️⁩😪😭😭⁦🇩🇿⁩,2
40614,قليل وين تلقا يوتوبير كما بيوي ، ليزوم شكرا و نتلاقاو لهيكا ⁦❤️⁩,2
40615,يا ودي احشم على اصلك...هذا قضاء الله وقدره ولكل أجل كتاب.. دائما كالكلب المسعور تصطاد في المياه العكرة...كفاك استثمارا في الاموات الله يرحمهم...,0
40616,نعم االه يبارك قناطير من التفاح والمواطن لا يستطيع ان يشتري ولو رطل منو والتمتع بذوقه  الجزاىر الى اين ؟؟؟؟؟؟؟؟,0
40617,Joyeux anniversaire.,1
40618,قصه رائعه ملهمه اشكر معلمتي نسيبه محمود صاحبة مشروع غيث العقول على نصحي للبحث عن هذه الشخصيات الملهمه💜💜🥺♥,2
40619,💣💣💯💯💯💯💯💯💯💯💯💯,2
40620,رشيد نكاز وليفي الصهيوني رجل واحد,0
40621,رووووووووعاااااتكم بززااااااااف فوووور العااااالمية انشاااالله🥰🤣😍😍😍🤩🤩😘😘😘😘❤💚🤚👌👌👌👌👌👌👍👍👍👍👍👍👍👍,2
40622,والله نموت عليك مونية⁦❤️⁩💖ونموت عليك مفيدة⁦❤️⁩💖ونموت عليك أميرةج💖💖,2
40623,خبيب هاذي قديمة ولا في الأزمة تع الكورونا متابعك من الجزائر,1
40624,فعلا كنت أود معرفة كيف ابحث بطريقة أصل فيها للمعلومة المهمة  شكرا جزيلا دكتور الله يحفظك  وكل عام وانت بخير,2
40625,الله لا يتربحهم هلكوا الناس,0
40626,المغرب عقدة لكم الى الابد يا وجوه الشر,0
40627,الله لا يربحكم ربي يضيعكم كيما ضيعتونا بلا سماح ليوم الدين,0
40628,بنسبة ليا احسن اغنية سمعت لهاا لك نهاار كنسمعها عااد كنعس شكراا.,2
40629,Bro 💪,2
40630,يا خاوتي انتوما فري واعريين تحية ليكم,2
40631,على حد علمي لي يكون في عطلة مرضية ما يتخذ أي خطوة عندها علاقة بالوظيفة تاعو هذا اذا كان يقدر,1
40632,انا من بجاية . من ايضا.,1
40633,ربي يرزقهم المنزل واسع,2
40634,ربي يفرج على كل انسان يحب الخير للغير 😢❤,2
40635,والله شان تع كم هي الشابة,2
40636,من فضلك حط لنا وصفة الحلوة اي درتها في سميرة تيفي,1
40637,ما هو المنتوج,1
40638,يعطيك صحة هاك تعجب,2
40639,halou discord,1
40640,دولة متخلفة بكل المقاييس طلعوا النيڤو,0
40641,ماشاء الله على الوالد،انسان رزين و مسؤول،خسارة بنتك هي خسارتنا كامل،ربي يصبرك ان شاء الله انت وكامل العائلة🤲🤲🤲🤲,2
40642,Lizooom 💃🏻❤,2
40643,نهاية البرلمان على. الابواب يحيا الرئيس تبون والدير واش احب راني مفتخر به,2
40644,خويا معليش تقولي وين تسكن ؟,1
40645,جيعانين واولاد احرام تفوووه مرخس الى السجن ان شاء الله ويرجع حقك خويا من اللصوص وحسبي الله ونعم الوكيل فيهم,0
40646,الله يشفيه يارب انشاء الله,2
40647,الجلفة وغبارها خير من سويسرا ونوارها.,2
40648,ما يبقى في الواد غير حجارو.,1
40649,كذابين الانترنت محجوبة على شعب,0
40650,كي قاللها اعطي رسالة كانت نمعني على فيصل مينيو,1
40651,أنا أستغرب عن سكوتك عن ما يحدث في الجزائر🤔🤔,1
40652,قال ماهوش كلاش وهما كلاشاو ڨاع ليرابار🤣🤣,1
40653,راني امعاك يا رشيد نكاز,2
40654,Rebi yarhmo waissabar malih,1
40655,ان شاء الله دخل فيها سليم قتلك ما يكون غير خير ابشرو ربي معاكم اختكم من اروبا,2
40656,ماشي خلاص انا مصدق ان الاجانب راحوا القمر.. طيب يااستاذ نضال ايش استفادت البشريه من ذهابنا للقمر ومن الاحجار ال٤٠٠ كيلو التي تم احضارها؟ ثانيا لماذا احد العلماء قال بلسانه لم نرجع للقمر بسبب ان التكنولوجيا التي مكنتنا من ذلك لم تعد موجوده لدينا الان...وبنفس الوقت يتكلمون عن رحلات للمريخ.....؟ وبالنهايه احب ان اقول سواء ذهبوا ام لم يذهبوا انا وانت كمسلمين مثلا ماذا سينفعنا ذلك؟ وشكرا,1
40657,أول مرة نسمع الاغنية تحفة🤩😍👏👏ربي يحفظلي اهلي و اهلكم يارب,2
40658,اين هم احرار بلدي الاغنياء والله كان يغنيني الله مانخلي المساكين,0
40659,الله يبارك نتمنى النجاح والتألق للقناة لي شاف المتواجدين معاكم ما شاء الله عليهم كاملين ربي وفق,2
40660,الموت لي هدا الخاين أو تجريده من الجنسية الجزائر، كلب,0
40661,ربي يبارك تحياتي ليكم من بوسعادة ❤❤❤❤,2
40662,الجزائر معمرا مواهب نورمال ندو الأسكار الله يبارك,1
40663,جايبينهم زعما طباخين ولا مهرجين تقعدو بيهم يخي حالة,0
40664,تحياتي للأخ السلفي مشكور، العقول النيرة.,1
40665,اريد نصيحتكم في احسن كتاب اسلامي او ديني يفيدني ولا امل من قراءته,1
40666,ربي يرزقك حسن الخاتمة استادنا الفاضل,2
40667,Vrai fooort 😂😂👏🏻👏🏻👏🏻👌🏻👌🏻👌🏻😍😍😍,2
40668,ماكرون معجب بشجاعة تبون ويساعد الرئاسة الجزائرية التي تكذب على شعبها.  قواعد كل اللوردات الفرنسيين ، من الشراك إلى الماكرون ، لا يحبون الأشخاص الذين يضربونهم ، لكنهم يحبون أولئك الذين يحكمونهم ويخدمونهم بطاعة.  إذا مات تبون ، فمن سيكون أول من يستدعي إلى فرنسا من قبل ماكرون. دولة مدنية غير عسكرية,0
40669,عزيز النفس هذا الجزائري الشهم,2
40670,كذبت كذبة و صدقتوها لاحولة ولا قوة الا بالله,0
40671,ربي يرحمو و يغفرلو و يصبرك ميمتي,2
40672,Piwiiiiiiiiii légende ❤🔥,2
40673,اي راكم فراحنينين,0
40674,خطا,1
40675,خالوووووووووطة ....,0
40676,دخول شركات سيارات صناعية ألمانية إلى الجزائر سيجعل فرنسا في دهول وشك كبير هم على علم أن الشعب الجزائري يحب ويطالب شركات ألمانية إسثمار في الجزائر نكاية و تشفي في فرنسا العدوة و منافقة التي لا تريد أن تصبح الجزائر متقدمة و هذا خطر عليها تعتبرنا سوق إستهلاك فقط وربح على ظهورنا,0
40677,حرام عليكم ابانو خدامين بلاك اداو لحجرة باش اكليو بيها ولا كاش مايحطو عليها غير تتهمو في بعضكم هادو رفدو حجرة قلتو سرقو علاش مشفتوش لرفدو شكارة تع الدراهم حسبنا الله ونعمة الوكيل,2
40678,رب يفتح عليه والله غاضني بزاف,2
40679,سبحان اله وبحمده سبحان الله العظيم ارواحو نسبحو لربي سبحانو نربحو حسنات❤❤,1
40680,استغفر الله العظيم استغفر الله واتوب اليه,2
40681,تهبل ملاك,2
40682,ملبسينلو قلادة تاع المسيحيين ما يحشموش  هذي السناسل مش من تقاليدنا و ثقافتنا ، ادخلوا لليوتيوب و شوفوا الغربيين و رجال الكنائس لابسين نفس الشيء. كان من المفروض يزيد يدير مناقش هاد الكلب تاع الكوكايين,0
40683,"I love this guy , greatest president ,he is my home boy in siaya",2
40684,في بلدي يهمش الكفء الذكي ويشتهر الامي الجاهل المطرود من المدرسة حتى انه يصبح بطلافي نظر الجهال متله,0
40685,انوش مافيا فووووور,2
40686,هايلة❤,2
40687,الرياصة اصبحت سوق ، والتاريخ يعيد نفسه. تدهور الحضارة والمساس بالاخلاق الانسانية انه التخلف والعودة الى العصور الوسطى ما تنتظره من الدول الاستعمارية. حقوق الانسان ذريعة للتدخل في شؤون الدول العالم الثالث فقط لتفطن هذه. الشعوب وتصلح. احوالها,0
40688,لاتحليل لا تحرير لا مقدم فالمستوى لا محللين فالمستوى والو ناس تافهين,0
40689,ربي طول في عمرهم ان شاء الله👍👍👍👍,2
40690,Radjel we fhel .bravo,2
40691,شرفت الجزائر بنت بلادي لغالية سهيلة متألقة فخر لينااااا يا لالات لبنات,2
40692,عبد الحق,1
40693,جمال والله غير جاك الكوستيم في الواعر 😍😍,2
40694,الله يرحمه ويرزقه الجنة ان شاء الله,2
40695,💚 Great efforts and many thanks to you and to your team. 🙏🏻,2
40696,الف تحيا من مصر الي الجزائر وفلسطين,1
40697,تستاهل ١٠ مليون 😊😚,2
40698,هدو أولاد النمروووود,0
40699,Hna 9alona kayen 6 wela 7,1
40700,"يا بن سديرة الكلب تريد تتكلم عن المخابرات الجزائرية لتاخد التعاطف من أميركيا ""انتهى اللعب ""Game over """,0
40701,اغنيه هايلة وعندي كلام نضيف ويقيس زوالي ربي اكون في عون كل زوالي وراجل فحل,2
40702,يااخي المصيبة ان الجيش باركين يجيشو في الناس وكل مصيبة اديروها اقولوا مؤامرة. كفاش لواحد فين ما يهضر اكول مؤامرة يزيد بالبلاد للقدام. المؤامرة على الشعب من طرف شردمة العسكر باش عمرهم اهزو الراس. في عهد دويزل وما كانت هاد العقلية المسخ,0
40703,الله يبارك نشاء الله توصل بعيد وربي يحفظك 😍,2
40704,أسود في عمر الزهور تموت من أجل الخنازير ....الله يرحم شهداء الواجب و الله ينصر جيشنا على الخونة,0
40705,بعت المطالب و القضية,1
