Unnamed: 0,text,label
44480,لوء زبي شفر رمز فسذ,0
44481,شحل فرح نشف يدو,2
44482,اتق الل فإن شدد عذب,2
44483,فجأ شفت اول علي وزر حسب بن غبريط,1
44484,تحة قدر شعب ونس رءس,2
44485,she is worth my subscription and 40 million others i love you taylor,2
44486,clip forrrr bzzzffffff,2
44487,مونتاج سطر ساج روع ربي حفظ بلد,2
44488,صحى عيد عام وان بخر,2
44489,لهم صل سيد حمد على اله صحب سلم تسل كثر اخو حمد رضى غمب,1
44490,رفق قوارير,1
44491,عدة وور,2
44492,حمر كبر شكم خبرج كتمبر برس عمل يمه رنس فقن نعل ديه رحض ارخ زيد شكن رشو عملاء ففا,0
44493,لايزال خير امت يوم دين لهم صلي سلم سيد حمد صلى الل سلم,2
44494,شعل نحب الل حفض فرح حلى نول حلى صرة,2
44495,اشء الل فصح لغة,2
44496,صحف صحف توع سقس ههه اشي روح وقل صحف عند قوة شخص فهم عله ناس رهي تبن دول وحن طبل لزد عمر,0
44497,ارد شخص فهم لغة عرب حالاهل نقل خمس طفل نقل خمس وئم ننس هنئ عئل,1
44498,ولل غضو ملي بدأ حصة وأن نبك غاض بزف ربي يشف ربو زدت كمل علا اطم نقل الل حفض بعض ربي فرج,2
44499,جهنم شاء الل لكل سبب خرب بيت لهم جعل دبر دمر عذب حيت ومم قبر,0
44500,جبو ررو جرم نتع كذب جرم حسب الل وكل,0
44501,ههه وتب وشرخرخحة ردو دخل ليب وره دبا عمل نار عسكر جنب جزر ههه لسن طويييييل ويد قصر كلم فتح فمك نذل فلح نار عسكر جنب غرب فقط اما ترك أتى قرة خرى هدد عسكر حرك سكن,0
44502,درت كوموند رونو داس ديرو 15 عام 2018 كتوبر لحد الن ارى نور,1
44503,قصد ردي قنع طبن,0
44504,ياي لطي كوستيم قعد قرص رني قبل,2
44505,زمن عيش دلل تحت عسكر,0
44506,تبا حبس علي حمل سمم جيل كمل,0
44507,مول شعب سلل سرق,0
44508,اهل ربي عون وفق ان شاء الل,2
44509,صيم مضر صحة,1
44510,قان فسد طبقو,1
44511,نسرينطافشتنتمينلاالجزيء ربالكلامفقطوليسفعلا,0
44512,خزن نتع شكب رهم كثر,0
44513,رئع غنی وفق ان شاءالل,2
44514,عئل طيب برك الل,2
44515,نشل كونش شاف زبل رمي جيه جنب ظلم جزر,1
44516,سلم اخي لطف تحه بحس اكد عرف شكن ان شاء رحت كتف رني نشف شاء الل وصل رئع,2
44517,يحو رجل ونس خير ماكانو علم أسر,2
44518,طلب شهد صنف سدس مثل بقي دول علم ثلا شهد هندس تقن جلب كبر عدد طلب لتم حمل شهد تقن سمي وصل درس تحت شرف وزة علم علي وزر علم هني ؤسس صنع اقتصادية كبرى أهل يطر عمل ؤهل قيد جزر صاف دول صنع واقتصادية كبرى منى خير جزر حبب شعب,1
44519,diwha froskom choya al3yacha shra mghribya nbhow alklab hhhhhhhh,0
44520,رني خدم عيد شاء الل يعط عفي,2
44521,les hommes wlh 3ejebni hadak lija yhewes 3la ghonya,2
44522,وفق شاف هشم عقب شاف asma belghet فئز يدل ذهب سبق يدي ذهب ونس شاف نين خرج عهد طبخ علم طبخ نين,2
44523,خوا انس ريك فالموبيل redmi 9 كامير ايف وهو صغرر هندمم فهم,1
44524,وزر صحة ربي شاء الل نعل لكن ماتخرجش دير صحة صدق الي سجن عدم الم عدم رجل ثور ومع رجل شعب بطل لعن شيط,0
44525,سؤل الل ذرة سان تقل روبو عرفو رقو فسد ولد نسئ عيش ندي كلب شعب لوك وتو ڨع ميسمعوش بين تقل اشي بشر حسب الل وكل فسد الل يعط شلل جمد لدم عرق,0
44526,rebii yhfdkk piwiii,2
44527,ولل فوووووووور بزف خوا,2
44528,ريض وبق كذب تقل جزير قوة قوة خرز الل فظح,0
44529,ربي بعد شيط اخة جزر غرب,2
44530,شكن فرج حشم روحو بلص,1
44531,فهه نتو,0
44532,سلم معك رزن جزر يعط صحة,2
44533,لله اله رجع لهم رحم غفر وسك فسح جنت ربي يعط صبر الل نقم نهم,1
44534,اسامحولي قاطعو بزف كاريث,0
44535,حسب الل نعم وكل,2
44536,هكا لبن ويقولولك كرهو زلي,0
44537,بين ربي يبر ربي يكون عون,2
44538,اخت سلم الل يشف وعف يرب علم,2
44539,ربي يشف يعف ان شاء الل ربي يخل لين سال غان ان شاء الل,2
44540,لهم رحم امي حبب غفر اتت كرو 27 07 2020الل رحم طبب غفر لكل وتى سلم رب حي قيم رحم تغث,2
44541,خبث number one,0
44542,مشكوور فضل شرح,2
44543,حلف عطو قلل زوو يتو مكل حرب رمل سلخ زال دخل مكم حرر شعب عسكر,0
44544,شكر ساذ نور عقل,2
44545,شفت بنء ادم اشى قتل فقط عدء كلم ناس نظر أفعال دمر سبب جرم ايض,1
44546,لزج جان شاد وهي مرا قدر قدت قلعل عين,0
44547,had loghnaya vraiment touchatni rabi yefaraj 3ela kol zawali nechallah,2
44548,سلم اذا ملقيتش زبد ورق اشي يعض,1
44549,مته عشر الا ولد حرم لهم حمد رجل كلهم ولد حلل رغم ظرف ضغط,0
44550,ههه حيل رطس ترح تلق,1
44551,هذي هبل جنن أكد,0
44552,ارس ارس حرز هه,1
44553,اسن كفر يهد الل سمح,0
44554,بلد هدف هدد قسم مزق امر ورء خطط عمر,0
44555,سيس جوع,0
44556,خوت رني حطت غنة ببا الل رحم دخل معو ان شاءالل عجب,1
44557,حجة بلص هدي بلد ريس شعب,0
44558,يدو لقم عدة حبت هدرل شوي هتف جدد poco m3 سكو ولا نن بسك رني حاب نشر وفر جزر,2
44559,روع روع نحب وتح سود,2
44560,بن سدر شكم يبغ شكم,0
44561,روع هبلو,2
44562,وحش عتروس صح الل حفظ سعد,2
44563,شرط اشء الل كلم لغة عرب طلق,2
44564,يخي نقش يخي,0
44565,ديرل حجة جدد,0
44566,allah yahafdak kalima fi saouab,2
44567,صلا رسل الل اجد 100,2
44568,بكت ولو,1
44569,سسس,1
44570,شكر ساذ فضل عرب زيتو نشل ربي نصر نظم عسكر ومع تبن زور عبد توع خبر زبل,2
44571,يعط صحة نقش حاد صرح,2
44572,جمل غني سمع 2020,2
44573,كلم حق تقل هده طرق ضرب زبد سكر نعم صبح كرم طرق غرب صري,0
44574,الل ربح سمح ربح زدتو علي وجه لشر,0
44575,حبب حبب عصم,2
44576,علم شعر برح نفس عند شهد حلق قناتكشكرا,2
44577,جاي رقم حسب جري فتح ccp الص سكو بزف رقم,1
44578,صحف عنى كلم ربي يجز خير ارب,2
44579,دول زبي روند رهب عطو دار شهر خير عسكر خدم وحم بصح شهد خسرو علم ونص شوندوڨار بصح ربي ورب وكل,0
44580,نهم لصح اول مرة فرج سلسل دزر بعد نهي كيم فرش,0
44581,تدؤ ان رنس سبب خرب عرق يمن يبس ونس الخ تصل االجزاءر,0
44582,هدا سمه هبل,0
44583,رار بعو قنا كثر قنا ههه ضعف شخص,0
44584,الل,2
44585,ساذ تمر حول حصر,1
44586,خدع نكم نقش,0
44587,هاز علي رحم ببك حكي وطر,0
44588,صحف خلف شرع بلا حجب خلف قان بلا كمم خلف شعب زاوال خدم واح غلقو مايمرضوش بلد فتل تكون,0
44589,clip bzf 9owa hbb lah yb9i ster,2
44590,تشف لبس طرق جلس ت نحس بلي يخص فتح سلم جدد,0
44591,roho essotro rwahkom mbe3ed nahkiw,0
44592,حمبو لغو شاهاد ويم,1
44593,ديرول حجب بلك كشم ربو ففف,0
44594,theres nothing evil about army field manuals,1
44595,الل يبر هشم شاء الل بقى داي بهذا عفي وضع شاء الل ربي وفق متع بفيديوهاتك,2
44596,dzl mnamnch blkdab ta3km,0
44597,هدل عطل شور,0
44598,خوت دعل نجب باك 14,1
44599,meskin le wald 3akdouh la famille ta3o bah ykhalso fi had lamra meskina hada khaso psycolgue w rokia tani raha mkhalta 3lih,0
44600,روووووووعة هدا ستل الل كبر,2
44601,لحل متل نسب يفق رأى يحط جام,1
44602,نحي سان يجب سعد يطل دول علم,1
44603,غبي الم علم بأن امبراطورية علي غرب تجدر ارخ قدر دخل قصر ردي عصم جزر عمر 50 سنة ثلث دقق,0
44604,ايس ديووو ربي وفق شلل ربي,2
44605,امك شرح كيف رسم حنى سؤل اخر عمد علم نظر جزا الل عنا خير رجل طيب,1
44606,ربي يجب خير بلد,2
44607,شحل نحب هدي,2
44608,اشء الل برك الل عليكmok saib غني زون بزف,2
44609,ar7am boukom dirou compétition ta3 tyab normale bla dak chkil ta3 sabotage ta3gan ki dayer ch3el samteen,1
44610,rien qui marche normal en algerie,0
44611,fucking first one,2
44612,دفع سرق قتل شيت شحل عطل تزن صورتو امم شعب جزر,0
44613,سلم حسب فيس بوك,1
44614,اعط صحة ولد جزر,2
44615,وحش خوا ربي وفق,2
44616,دولو سكن زوجو خدمو رهو رجل,1
44617,كانت هيل سمر وقت اول,2
44618,امر ربي يخل ديم بخر,2
44619,يقل انه تم طلق نار رئس تبن طرف نئب شنقريح,1
44620,لاه كذبو ودر عنو خطي خون نهم اهدر نخب,0
44621,نخب عصب صرف درا بطل كسروش ريس سقط نتم سيد قلك قلة دول قلة قرر شوف غبء خدم رونجاس,0
44622,اخي يدو رئع عند فسر اذا صرح بلغ فتح رصد 1000 ورو ورد شحن بلغ كبر 1000 ورو تطع ثلا شحن 15000,1
44623,كلم هيل ربي حفض,2
44624,le roi est chez toi,2
44625,بلم نفق اشي مصر منزيدش روحل,0
44626,يعط صحة سي سعد,2
44627,machaallah,2
44628,قنة رسم تقل شهد قبل حذف كلب شهد,0
44629,حرب فقط قنو جزر جلء رعي ناس درت شهر ارس ركم روطار,0
44630,برح ابك هجر بيت الل ولآ ابك فرح لأن عمر خلق الل حمم يطف سبح الل لهم رزق زير بيت رحم رحم,2
44631,رفو خوا حضر غني بزف قست,2
44632,شنقريح كمل تحت امر اعط ومر فقط,1
44633,كرمو جوبيل يلق قام,2
44634,حسب الل نعم وكل حول قوة الا بلل علي عظم,1
44635,الل يشف يشف جمع رضى سلم شاء الل يرب علم,1
44636,allah ykhalilak wladak w martak,2
44637,عرف حمد,1
44638,شعب جزر يحب اخة عرب سلم شعب سعد اعز ناس ارض نبي حمد سلم نحب الل,2
44639,حلى يدو رديتو شكر,2
44640,الل جيبل حبة رصص عين يرب شفو هدر,0
44641,ثقف حور ثقة نفس شيء ولل هدل بلس روحو جيت ادع لقت عبر,0
44642,تبن هاو خطب اليوم معا ڨالتلو وحد علي رئس ڨال سؤل ماتخلطوهاليش عندو لحق رخص اوح جوع كلب تبع تحا حرر خوة خوة نحو,0
44643,لزم غلقو قع خلو رونكيل ولي حب يمو ربي سهل,0
44644,كشم حكم تبر هؤل فسق حكم صور برئ مثل فعل حسن برك عئل,0
44645,سمى هـكد بأن شعب سيد حبت تقل بلي شعب طصة جمع اجي رفد مرة رب بلد مرة رب جزير مرة فخم مرة ولد برك زيد ثني ولد برك زيد قول ولد غول خلك هـدر نسء كبر هـد كلم فرغ شبع رقز فيد شعب فقد تقة نفس نقص ايم,1
44646,عقد ان فرق شاي خضر اسد اسد نكه طعم فضل خضر صحا فضل,1
44647,لله وإن اله راجعونالل جعل ردس على طير طير جنة صبر ديه أهل يرب,2
44648,دعل نجب لبك فرح ديا دعة 40 شخص غرب جاب لكم مثل,1
44649,طبق دستور وجب وفي حين,1
44650,اذا تبن بان زيدش تبن وتل كذب بوق فتن,0
44651,عقب قنو عار دمر,0
44652,سلم جبت باك 1017 دول حقق ونا حبا علم سان عدل يكون 1034 حل بدل للا,1
44653,كلم حقق غبر,1
44654,شكر دكتور يمك عمل حلق ارض صتح ام كري,2
44655,سيلم كذب,0
44656,حور جدي نضم,0
44657,انس حر ردت عند سقل ذته حول أثر حسة سمع بصر اجتماعية ووو سيد ادم سلم حر ردة دخل شيط سلب ردت وكل فاح لذل يمكن ان تكون ردة حرر طلة اذا تصل خلق بشر لذل كانت صلة اهم شيئ عبد لان وسل صلة فكل طلت صلة خشع زدة قوة ردة حرة شكر,1
44658,wlh ya djamal khoya ghir testahel 10 abonné mais cha3b tafeh yheb tafaha lokan kanet byedi kol d9i9a ndirlak abonné,2
44659,الل رحم شهذاء,2
44660,قنة حية قنة مخابراتية فقو,0
44661,نشئ الل عند تكون دول موط عند يشف روحو موش يعو,2
44662,fayha hadi yasmine rabii yahdik nchlh tfooh,0
44663,هذا ارطو يكر خبط موسيقى اتعيييييي ولل افهم ولو حكي غمض هذي حصة يلم دورور,0
44664,شاف قدر بدل كرم فرش كرم شون,1
44665,تحا سويسرااا عيش حلل بلص,2
44666,صحح معلوماتك سي جاك جزر تعد ورد قمح لين رنس امر عدل بخر ربع ايم,1
44667,كلپ عود الف مرة ومنشبعهش روع نحي ادء خرج كلم وكل فصل زيد ألق نجح لكل شرك,2
44668,حصة قمة روع رفو,2
44669,شعب مسل حقا يخف الل حرم نفس غير كنا حكم هذو طغت فجر صرف عنا بهذا شكل سبح الل ربع ملي نظر بلد سقط دهر ريح طزدم جدر نام شعب نام,0
44670,لمذ يتم مدح دول زورو وكل دول سلم خير متق شرر فسق,1
44671,ههو رجل نتع لصح اشي خنث نتع حرق,2
44672,تهل جيش قدر حرم وحس قدر روس,2
44673,قوة خوا عزز تحا ولي دية,2
44674,تغر بوتفليقة تغر صويلح,1
44675,ههه ميلياردار,1
44676,قطع بدل حيتى رني الأ نشف روح جيح مشي رجل لحم قشعر ملجياح,0
44677,ولل تطر قدم طهر بلد رنس كلب,0
44678,عقد ان ناج نمئ رمض فقط خلص امر عشر عقل فالتزوير فشل سأل الل ان يدم فشل وجع ازم,0
44679,زيا جاش شعر صفر وعو زرق خزر رفع قضة غصب فوو عليها بوج تقل ترم شمبانز,0
44680,شيخ كركب شخص متم ستى برك الل نصح قبل ان يكون فتي,2
44681,صحف فزة ستى ماكنتيش ستى,0
44682,ضلو ورل هاد نقش افي حتا فئد,0
44683,تحا رجل زين,2
44684,امر دول خمر ونح لحج ااي نحب منى كعب شرف,0
44685,الل يلع مايحشم,0
44686,لعب كبر ولد امل متد,2
44687,نصح ولى اخر صلي جيد سجد طول نفس عمق أقرأ قرآ دبر أذكر الل كثر ذكر ان دنا زئل,2
44688,وهذا شكب خلل دخلو زال مداوهش حرش تنو زعم يدي حقو قار حبس,0
44689,نتا هرج,0
44690,دستور مثل لست يقس هوه,0
44691,طير احس طايار علم وبد بلغ,2
44692,بنت شلف ولل جمي سمح هدي قرة,1
44693,سلم شخص لاء بطق رغب فعل وهل فقد حقه دخل جمع,1
44694,ركب ونس دين سوس,1
44695,ستي ضعف حصة كمل حول كرم طبو صطف وشش صحف اجر وحص اجر طبع حال ثور كانت ورس نطق قبل 13 عقد نطق قبل,0
44696,بدر جمل جدا جدا يعط صخة,2
44697,بلد جيب ذهب عله تستغلوهاش,1
44698,شي درا معندوش مسك حشم يرح لكش نسب لقى روحو قطع ناس كمل,0
44699,للة سعد بلد كمل الل يدي درا طلب ورق عندهومش بطق عرف ديرول بطق سيد تصل سلط عنة ديرول ورق سيد وزع مول بدن عرف لمن وجد جزر فينيزويلا اظي,0
44700,سفر رنس تقع فى شرع عبدالقادر قدش حيدر,1
44701,وفق ان شاء الل خوا عزز,2
44702,عله ديروش جمع كبر حجر صحي معا يدر جام,2
44703,عرف تكدبواحسب الل وكل,0
44704,يزم شحل ناس ألم صمت ونس حمل فوق طفت صبر اجل اسر اجل ولد اجل نطر جمع,1
44705,كلم رئس عبد جيد تبن كلم جمل,2
44706,tout est parfait,2
44707,توحشناااه خطت صويلح كلا بوب رمض سنة,2
44708,ههههههههههعكخخخخخخخخ دول ترل غاز رزق اهل ندف كلو رزق ولل عظم حشم بلص عصب رها حكم ضو ماء سكن لءق يرو شوفو ناس صحر ديل غرب قارنو ولل حشم بلص هدك قولو نيف ودل نفط غاز حسر طرررررر بنو خرخررر,0
44709,mahboub wa marih allah yarhmou aami mouh chrif hannachi il mérite que le nouveau stade de kabyle porte le nom de mouh chrif hannachi il a donné beaucoup pour lalgérie et a son équipe j s k dans les moments très difficiles,2
44710,الل يعط صبر ببا غلي صبر ولد شهد فلج جزه علي,2
44711,يعط الف عفي دكتور علم وفي وشف,2
44712,حاب فهم لفز جزر لمد سلسل لشر,1
44713,عثم اور ولي سوق هرس,1
44714,خله عقب بني كلب,0
44715,jat 3lik lghaba jit chbab,2
44716,كبر كذبرب خلص دنا قبل اخر,0
44717,الل يود عيب ضرر ربح برك اخر مسك عدبتو حنتو ربع سنة دعم وجس فصل نتج ماربحتو حتا قلة,0
44718,خبب اشء الل ديم حضر,2
44719,wooow video 9ooooowwwwaaaa,2
44720,قردغ لعب حبل,0
44721,شاء الل رجع للد ربي يهد,2
44722,نصح لكل اخت فتت يبغ جمي خرج يور صحب ربي رزق لحب حلل يرب,1
44723,kayen kaki boumelal wmoh hbila rabi yjazihom rahom ydiro les efores bach yaawno lmhtajine,2
44724,حبك الل أسلوب حبب ليت كثر قطع هدف اتع سحة صبغ علم اهم انه نكه فصح حبب اذن,2
44725,سيد رئس بنئ عمل صحراء 3اشهر قطع وهم تعد عمل شهر شهرل وصل قطع ولل عظم غلب تعب نفس خصة ان شرك حجر برك 2متر اكل وكل شيء خوف خلط,0
44726,حتى فرض اول رند جزر,2
44727,سلم كبر حلاااب,0
44728,حجة اسم معايير جمل انس يشف جمل منظورو خاص طريقتو خصة,1
44729,دعي كذب كلن عرف سبب رئس خفء انه علق غرم عبر فضء زرق عمق بحر جعولو ضحة بطل قصة كسب عطف يجب قول حقق خلف فاك نفخ ويد اوك,1
44730,مايحدث جزر حدث جمع حاء علم,1
44731,بلد ماميدو وشرلومونتي الل عين,0
44732,حمد لله سلم لهم ارد جزءر سوء فرد كيد نحر جعل دبر دمر رب علم امي,2
44733,ربي اكن دلل شاء الل بعد هاد طرق,2
44734,لوك عمد دول جزر قان الل وجد كتب ستكون جزر احس دول علم ربي يهد ان شاء الل,2
44735,سبح الل ترشح قلب حبش,0
44736,رفو خوا هشم ولل غيمو يعط صحة ولد اخو كيف حنن لأم ماتعوض حنن لجد عمم خول فقد يمك تحس دنا كاااامل فرغ حمد بين كاش حيل ولد حكولو قصة لأم ومايتأثرش مش يمه حيل رب يشف يخل ليم خلت الك رأة كبر تعب ذبي ولد يكون سيد رجل وأي ابن يقل يما تدع علا ولل اشي قلب لأن دعة حكم تكون قلب عكس ربي حفظ سرل دين يرض علي رنمج قمة دمع وحن رجو منت نكن ثما وصل رسل حمد ان شلل صلو ويك رجل غتو يمه,2
44737,حرم عرف عقل علم فهذ علم خرج عنك كلم رجو ان بقى حدد عرف وأن بقى كلم صبح تهد,2
44738,الل وفق شاء الل رب,2
44739,نكر سهل هذك,0
44740,جعل اكر لحد,0
44741,عمي رلد احس جزر طقت عرف نظف جود ربي يعو حفظ,2
44742,ولل نمد رجل شي اصل خداعيب,1
44743,شاي عرف شطح زهو هذي بين,1
44744,تطع تصل اجل فسر طبع كتب,1
44745,بغت هدر بصح خفت الل عقب حسب نقل الل يهد ان شاءالل,0
44746,برك الل كلم حق,2
44747,ممم ممم ممم ممم هذي صحف لخر,0
44748,فضل يدو كلب,2
44749,مشي ركم عطي حجم وضع رجل جزر وهر ولد بلد تخر عتز حمد لله,2
44750,شكن لشف حشه ههه,0
44751,نحب نكر حقق تقل ه عطف عمر غرب شكل خاص علي بن شيخ بن شيخ بقى سيد رجل كرة قدم حتى شخص رجل هرب زآف زآف بن شيخ اثب نمئ جزائريته وقت صعب هدر بن شيخ عندو ارخ عري رخس بن شيخ حقو نقد ولى ايز كرة قدم أنو فو زمن ولا بلا نزع هدر زطيل عرا ٱنتروح علم ربي ٱدب tu es un voyou ya si omar et tu resteras voyou tt ta vie,0
44752,رخف هدل,0
44753,rabi ywaf9ak nchlh,2
44754,ولل خدم لقم,2
44755,بدر حسن,2
44756,يدو دخل فرح قلب فرح ههه,2
44757,امر كدل ادة دستور كلم شغر نصب رئس غيب مدة 45يوم نورمالمو سقل,0
44758,شفه عجز ميقدرش دفع روحو صقو كمل تهم حسب الل نعم وكل سقم بلد ملي صحتو عصب سرق رضو جاو حكمو بلد حسبو شعب رقد وذن طفل لعب برا كن سقس عرف شيء رهم همو برو نفس نقل ربي حنو خفى خفي,0
44759,ذوي حيج خصة رهم فرو عند 4 عوق رني وقف خلص عبر خلص هدل ذلل على دوا رمد طبء صيدل مهم الل يخد لحق فءة,1
44760,رتو عجز شاب,1
44761,ماتسمحش خوا خله عبر لنس دهور جرم حمدالل سلم,0
44762,كبر رنس قلل 8 سنو,0
44763,تيك وصل قرب ملي يقل ماعندناش درا,1
44764,عشت جمهور جزر ديمقراطية شعب جمهور عرب صحراو ديمقراطية اخة الا ابد شلل,2
44765,تكل راس حمر الل يعف,0
44766,الل يبر ااذ شكر,2
44767,شكن قتل سمع,0
44768,حول قوة الا بلل كبر نعم فقد انس بصر تكون تعم بصر فتر شي نقم قتل تعمد قتل نفس بغر حق انس حمدو الل علي ذكرو خير برة حمد صل الل سلم عاش ومك هدف دنا عبد الل علي رغم انه عرض ان يكون لكا رسل ختر عبد رسل ثله مثل ناس يجع يعش شهر وقد بيت نار حمد لله,2
44769,حمد لله ولل وحش سيد رئس الل يخل لين كيت عله صوتو بدل,2
44770,فرح شفن حمد لله حال ربي حفظ بلد جزر ريس شعب رب ودع جزر تضع ودع,2
44771,هذي صحف منحبهاش منحملهاش اعند ستى,0
44772,الل ستع سقط ثلج عند يسر يشب سقط سكر وجد شكل حمد لله,2
44773,برك خرط ضحكو ناس دين ويل ويل خبر نبي صلى الل سلم,0
44774,وجه قسح عند حشم نتا ولي صيفط,0
44775,ربي يخل ساذ من٤ توسط دير رض٢ ثني علم وجز الل الف خير,2
44776,شحل هدر هد صحف يحك كتر ضيف,0
44777,الل نصر وطن ولد جيل قبل نشء الل مرة ولد,2
44778,تحة لهل عرق جزر,2
44779,كبر دلل ان جزءر بقى سفل,0
44780,شكر صرح قول حق,2
44781,وفء أرواح شهدائ برر بقى عهد وعد قطر دمئ,2
44782,نتا انس دكي خههههههه,2
44783,بصح وكس عند وجه يوو,0
44784,طفل اخر عيل عنو قنت inas tv,1
44785,غرب ويا جزر دخل فتن بين دفع غرب غرب دفع جزر جزر جرد كلم وين امر 500 علق لسب شتم غرب تزج جزر وكم جزر تزج غرب 2019 فقط مدن جزر صور غرب كأن تعش غرب ترن يدو حقق يعب جزر فهن غرب تزج جزر ونت رمه يعب غرب فهن جزر تزج غرب ونت رمه,1
44786,يرب حفض ارض جزير,2
44787,ع سلم اخت سمح يعط صحة ورب يطل عمر ولد صرح وصف رئع يعط صحة,2
44788,الل يعط صبر ان شاء الل يرب صبر خطب ثان لجش ولل نهر سمع خبر وشف خبر ولل مرا دعل,1
44789,رحل سطر اطر علم كرة قدم,2
44790,أضح خرج حصة نقص عقل عها عقد نحي رجل,0
44791,منن حاز يوم عصب فهو,0
44792,قيساش رها تبد حصة,1
44793,هذي صرل ربي يكون عون شلل,2
44794,شكن قلك شعب جوب ادة 102 كذب شيت,0
44795,personnellement elle me plais bq rabi ybrak,2
44796,حيرو جزر ضربو رقو قرب قلو يجو عئل صحب قولول محل سخر بين يدر خدم تقل محل سمح حال خلص حسب تهر تاع,0
44797,ولل حرف عنى كلم ربي وفق سعد يرب علم منى نشف على,2
44798,دار عام ندء وره عئل حلق ضيف ربي نهر,0
44799,شاء الل ختي عزز,2
44800,الل يبر شرح دكتور ارع شرح حمد لله يوم كتشف ان علم عرب بعد بعد,2
44801,صح هبل قليتل بيض حرق,1
44802,احس زيت زيت زيت علمةعنابة,2
44803,bravo mon frère algerien,2
44804,اهي وضف وجد سار حسب الة,1
44805,حاب نزر صحرى كمل,1
44806,الل يبر حجة فرح تشف ناس هذو,2
44807,زوف بغي وضى ولد حرم خون,0
44808,الل رحم اسد ثور رجل قده 87 هلى جنه خلد,0
44809,حمر شعب جزر كذب,0
44810,حرم وحب سان ماشاءالله,2
44811,شاء الل حقق حلم حلم شخص متم,2
44812,ربي يكون اخت الل يثب لحق نصر بإذ الل,2
44813,برك الل خوا,2
44814,عجب كلب كثر الغ,2
44815,ولي اشي رجل نقط ال سطر,0
44816,bravo chef,2
44817,نبغييييييك حبي فطم,2
44818,تبن تجد وصف طبق رجل سيس,0
44819,يبك يضح بنت ديروش تيق حتا خوك بوك رجل ولد عمك خلك تأمنيلوش ولل نحر ترح عدي ياو بين لول لبن يسج يرك,0
44820,top,2
44821,طوز طزا كذب كذب كذب,0
44822,وور جيت ليف ستا,2
44823,bravo artists,2
44824,hamdou lah rabi ya chafik ya rais vive lalgerie,2
44825,ههه ركم دير جاز كبر ههه انس وصل فضء ودل رهي وصل كفء ذتي نتو عسو فلم خلو زاوالى مسك خدم اهش زطل شرب ههه ماء يدل زبي تحي تيز وزو 47 ولي,0
44826,افهم شي همو رهو صري,0
44827,شكر اخي وصل جمع,2
44828,حزب نئم,0
44829,بصح اشي كثر شوة شعل قمو نار ملايير ملايير مرة قئد جيش شوفو بزف كنو ثكن اشي يوم خرج لفز ازل مشو عقل علم ثلث,1
44830,ana pour moi le meilleur comédien en algerie c bien atman aliouit salah ougrout rofi3et el djalsa de plus ils sont tres modeste,1
44831,هههههههههه هبل طيموش نحب هد مثل ينا,2
44832,هدر عرب,0
44833,قتل رجع سهل ارح نتع انس رخص سبح الل,1
44834,صيم فضل لمن قول بعد تعب لحم قلي,1
44835,بلط هدر رعي,0
44836,حرم بادل يدم عشر حب لحب بدن حرم قدر ولد سفل دون شيء وفي اخر فصل,0
44837,جمل حجة كلب انه لحق فرح يمة,2
44838,نهم الل ربح,2
44839,hana lakom isti9lal okhantona rkhas,0
44840,شكرااااا ساذ,2
44841,الل سهل,1
44842,طررررررررررربرلم حفف ملي منكمتتنحاو قاع رحلو قاع,0
44843,وهر ركب طكس قلو شحل تدي كورس دزير طاكسيور قلو 900ألف قلو اوك ايا الا روحو طرق دير كارطو حجرو جبد تلف هدر رتو قال رني جاي جيب معا 200 ملي ذهب كارطو طاكسيور سمع مهم صلو وبر عصم قلو علش تحط نشر قرع ماء نجي طاكسيور حبس سيد خلى كرطو فالطاكسي دخل يشر قرع ماء خرج وبر مالقاش طكس طاكسيور هربلو كرطو سيد عود دخل حنت قلو كشم كرطو فرغ قلو عله قلو ريح لقسنطينة,1
44844,شهر هبل ماشاءالله وتب عقل بزف قلب بزف بيض ربي فرج عليها يرل امر سدد خطا رزق خير حسب ربي رزق سكن وخدمةوخير وزج صلح ربي يهن يشف وبق ايم كمل سعد وخر فرح ارب,2
44845,سلم كدر لبس ركل صوط وعر كسم ضحا,2
44846,toooooop khouya rifka fe chbab,2
44847,ووو شعل نكر,0
44848,dès vrai chef ربي حفض لقئ وحس ادء,2
44849,صلعلم کان عقیم مش عیب فطم وخا بنت خدیج زوج سبق حتی راهیم ابن اری قبطی عشیق صرنی,0
44850,هدا خلق نهر شفتو حضر حصة غنء امم خطب سجد طاح عينيالم الل حقش عنب يقل حمض,0
44851,هاد جزر نيت عيش عنا فهد كوكب شفتو حقق ديالهوم,1
44852,ولل كتب ونب شهذ دنياولينافي ولل لوك لقت امي نشريهابمال ذنيانشري ولد مشي رمل عندو حجة الل يهد امك امك امك امي ليك الل يعط صبر قدر رنماج اشء لهولمقدم برك الل تبع غرب,0
44853,ولة رءس بلد خدم خدم طبق علم رءس ولي سيد عبس ميخرجش قاع,0
44854,تحا بلد جزي حتواء,2
44855,كبر ابن بلد ربي حفض ولد بلد ورب نصر ضلم ولد حرم خلو خدم,2
44856,كون جات قيم يالمتبرج كون كون ركم فيي دير ربو ولد تشب طرق مزل هدر,0
44857,je soutiens la police la gendarmerie vive larmée,2
44858,ؤسف جزءر انس قيم,0
44859,لهم اشف رزق حسب فنك قدر شئ فنك تقل لمر كن فيك,1
